"FID_1","OGF_ID","Area_sqm","Perim_m","FID_2","OGF_ID_1","My_intwb_1","Distance","Shape_Leng","Shape_Area","My_intwbdy","PDEM_South"
0,0,0,0,0,0,90660,57.6280541,18462.4264069,6251850,0,421.263812957847
0,0,0,0,0,0,90674,0,98640,47982600,0,426.232959405446
0,0,0,0,0,0,90702,0,21180,5130000,0,425.620572922021
0,0,0,0,0,0,90711,0,26100,14575500,0,429.420518244443
0,0,0,0,0,0,90717,0,19500,7105500,0,429.748754906005
0,0,0,0,0,0,90775,0,6240,1293300,0,368.001519953781
0,0,0,0,0,0,90817,39.85407746,14464.5883931,6025500,0,437.423630615416
0,0,0,0,0,0,90839,0,35520,16260300,0,436.864119933585
0,0,0,0,0,0,90995,0,5640,967500,0,412.215610919331
0,0,0,0,0,0,91316,0,16380,4572900,0,446.374134582508
0,0,0,0,0,0,91441,0,9240,1638900,0,467.54555620825
0,0,0,0,0,0,92664,0,17460,6427800,0,334.900165742668
0,0,0,0,0,0,92923,0,6180,803700,0,203.936925138365
0,0,0,0,0,0,93542,0,11040,3444300,0,418.979264792867
0,0,0,0,0,0,93551,0,216240,148396500,0,355.116705947432
0,0,0,0,0,0,93633,0,18660,7227000,0,469.677781245896
0,0,0,0,0,0,93671,0,14520,4833000,0,420.308134565584
0,0,0,0,0,0,93678,0,26760,11853000,0,418.201541601136
0,0,0,0,0,0,93684,0,84480,44022600,0,464.065317068067
0,0,0,0,0,0,93714,0,34140,14802300,0,440.347111034271
0,0,0,0,0,0,93717,0,102000,68064300,0,408.254311307322
0,0,0,0,0,0,93722,0,88560,72324900,0,432.849424927853
0,0,0,0,0,0,93729,0,59880,23880600,0,463.228156888765
0,0,0,0,0,0,93762,0,74760,48629700,0,432.391048297612
0,0,0,0,0,0,93786,0,115620,80397000,0,464.713804317462
0,0,0,0,0,0,93810,0,17820,4632300,0,451.63016739618
0,0,0,0,0,0,93899,0,17580,6822000,0,487.374797537207
0,0,0,0,0,0,93907,0,37560,24023700,0,431.568381813018
0,0,0,0,0,0,94005,0,38640,16845300,0,398.395872262526
0,0,0,0,0,0,94082,0,29100,11439000,0,310.375024610946
0,0,0,0,0,0,94115,0,157500,226721700,0,280.26297657253
0,0,0,0,0,0,94121,0,65520,48701700,0,289.442376379406
0,0,0,0,0,0,94178,0,6720,1237500,0,281.76527903054
0,0,0,0,0,0,94262,0,362520,314789400,0,372.083658444752
0,0,0,0,0,0,94267,0,82500,47370600,0,461.025638395216
0,0,0,0,0,0,94273,0,313260,237276900,0,317.432640252006
0,0,0,0,0,0,94281,0,12300,3051000,0,450.95629602843
0,0,0,0,0,0,94290,0,14340,3882600,0,442.551659164464
0,0,0,0,0,0,94302,0,17580,6327900,0,436.514932388568
0,0,0,0,0,0,94369,0,23700,10167300,0,423.478045310681
0,0,0,0,0,0,94377,0,57360,40509000,0,366.992072321058
0,0,0,0,0,0,94390,0,26820,13194900,0,405.019650297905
0,0,0,0,0,0,94407,0,23400,5654700,0,440.353673376059
0,0,0,0,0,0,94412,0,31320,18823500,0,380.415569913693
0,0,0,0,0,0,94440,0,73080,51393600,0,286.741506963191
0,0,0,0,0,0,94485,0,28260,17660700,0,306.743107840669
0,0,0,0,0,0,94487,0,20820,8429400,0,357.628599399431
0,0,0,0,0,0,94496,0,72000,44032500,0,342.532316538992
0,0,0,0,0,0,94586,0,256620,216414900,0,302.577744987475
0,0,0,0,0,0,94614,0,101880,82620900,0,278.391319462676
0,0,0,0,0,0,94624,0,20940,6983100,0,260.65591563999
0,0,0,0,0,0,94697,0,17520,5250600,0,234.854924808433
0,0,0,0,0,0,94707,0,64020,30783600,0,234.796877900171
0,0,0,0,0,0,94719,0,88620,54954000,0,210.549491757626
0,0,0,0,0,0,94734,0,23400,9018900,0,249.850524573446
0,0,0,0,0,0,94773,0,202560,1.89e+08,0,235.503230898096
0,0,0,0,0,0,94780,0,48720,24602400,0,212.323244216537
0,0,0,0,0,0,94808,0,6240,1312200,0,234.128120244449
0,0,0,0,0,0,94852,0,5100,773100,0,237.190132913823
0,0,0,0,0,0,94897,0,38280,19282500,0,229.953006807593
0,0,0,0,0,0,94902,0,10380,1955700,0,233.751311722188
0,0,0,0,0,0,94929,0,14940,4474800,0,227.959485828157
0,0,0,0,0,0,94950,0,13800,3869100,0,228.733815787919
0,0,0,0,0,0,94976,0,37380,14631300,0,229.561030659426
0,0,0,0,0,0,95231,0,149460,247257900,0,239.191481802986
0,0,0,0,0,0,95226,76.9621898,102360,182688300,0,227.562365053449
0,0,0,0,0,0,95258,0,18540,9378000,0,239.001499054483
0,0,0,0,0,0,95271,0,70080,39778200,0,332.062135717558
0,0,0,0,0,0,95482,0,18180,5791500,0,324.801628846685
0,0,0,0,0,0,95581,0,7980,1651500,0,305.666044546018
0,0,0,0,0,0,96135,131.41986454,386220,172209600,0,NA
0,0,0,0,0,0,97449,309.15296172,109860,11350800,0,207.777290493051
0,0,0,0,0,0,101223,7.3558519,12420,821700,0,180.298733981781
0,0,0,0,0,0,101225,73.51514531,7800,518400,0,248.943745560116
0,0,0,0,0,0,95774,0,15840,5394600,0,305.443314291057
0,0,0,0,0,0,95892,0,3300,293400,0,283.951266048876
0,0,0,0,0,0,96271,0,2880,224100,0,209.497759470499
0,0,0,0,0,0,96427,0,111240,71494200,0,395.526451829803
0,0,0,0,0,0,96441,0,5340,940500,0,385.723679304351
0,0,0,0,0,0,96554,0,28560,16437600,0,333.222770871377
0,0,0,0,0,0,96565,0,92580,70576200,0,358.861370691921
0,0,0,0,0,0,96590,0,16020,5510700,0,367.565099461687
0,0,0,0,0,0,96622,0,8460,2134800,0,407.682680319775
0,0,0,0,0,0,96647,0,56640,45663300,0,410.698347577411
0,0,0,0,0,0,96673,0,64800,37494000,0,346.946003232345
0,0,0,0,0,0,96702,0,24060,10265400,0,343.160134815991
0,0,0,0,0,0,96708,134.12402308,82920,42966000,0,312.014560443443
0,0,0,0,0,0,96739,0,18420,5757300,0,363.006412875229
0,0,0,0,0,0,96744,0,436500,467993700,0,307.82144104383
0,0,0,0,0,0,96753,0,12660,4155300,0,305.600503360913
0,0,0,0,0,0,96765,0,63420,27948600,0,344.214641543285
0,0,0,0,0,0,96784,0,83562.4264069,56852550,0,322.77848161991
0,0,0,0,0,0,96820,0,125340,99883800,0,313.110629249033
0,0,0,0,0,0,96840,0,32640,18913500,0,320.653147376654
0,0,0,0,0,0,96841,72.35403409,7362.42640687,1339650,0,308.851422086348
0,0,0,0,0,0,96844,0,16080,5982300,0,321.821632423131
0,0,0,0,0,0,96883,0,9360,1874700,0,305.467354117479
0,0,0,0,0,0,96897,0,146160,103619700,0,315.163047047352
0,0,0,0,0,0,96906,0,11640,2820600,0,308.341767350655
0,0,0,0,0,0,96921,0,18900,6762600,0,330.090544634879
0,0,0,0,0,0,96971,0,19020,6909300,0,323.603117803305
0,0,0,0,0,0,97000,0,44640,28318500,0,324.976096486446
0,0,0,0,0,0,97017,0,29520,17761500,0,338.873835660453
0,0,0,0,0,0,97029,0,79638.1665383,68197500,0,314.654383282737
0,0,0,0,0,0,97066,0,19380,7672500,0,323.521834473372
0,0,0,0,0,0,97112,0,48240,28602900,0,308.365603022082
0,0,0,0,0,0,97114,0,5280,1127700,0,320.414796553701
0,0,0,0,0,0,97147,0,84240,73857600,0,306.151322671419
0,0,0,0,0,0,97171,0,139038.166538,92655900,0,292.319151798681
0,0,0,0,0,0,97187,0,40620,24286500,0,307.718038821122
0,0,0,0,0,0,97242,0,15780,6361200,0,307.360233434257
0,0,0,0,0,0,97262,0,61860,51534900,0,299.382112544723
0,0,0,0,0,0,97267,0,26400,13474800,0,288.182473757736
0,0,0,0,0,0,97311,0,43500,20560500,0,267.753811958762
0,0,0,0,0,0,97361,0,31740,14022000,0,254.809477330846
0,0,0,0,0,0,97369,0,44700,27044100,0,251.448055005438
0,0,0,0,0,0,97404,0,196140,205116300,0,256.501691080317
0,0,0,0,0,0,97414,0,126600,150699600,0,222.328691271874
0,0,0,0,0,0,97434,0,108840,91466100,0,293.127535697166
0,0,0,0,0,0,97452,0,95700,108943200,0,266.096749528941
0,0,0,0,0,0,97458,0,117480,102661200,0,223.744592424046
0,0,0,0,0,0,97483,0,11940,3141900,0,201.229586275353
0,0,0,0,0,0,97504,0,35520,14092200,0,206.744696803866
0,0,0,0,0,0,97513,0,109800,113625900,0,282.138221692089
0,0,0,0,0,0,97515,0,38220,17082900,0,204.820106190014
0,0,0,0,0,0,97521,0,19500,6143400,0,200.46785579383
0,0,0,0,0,0,97564,0,90360,51604200,0,245.288401646025
0,0,0,0,0,0,97566,0,28380,12000600,0,210.427810873784
0,0,0,0,0,0,97570,0,14400,4180500,0,212.120554860159
0,0,0,0,0,0,97604,0,77700,64760400,0,268.486975164755
0,0,0,0,0,0,97441,0,873314.693283,1639585548.62,0,216.36082604968
0,0,0,0,0,0,97628,0,26580,13912200,0,228.739323109021
0,0,0,0,0,0,97645,0,48360,17819100,0,231.902455110876
0,0,0,0,0,0,97661,0,13320,3095100,0,237.303260348432
0,0,0,0,0,0,97738,0,12180,3133800,0,240.558200097782
0,0,0,0,0,0,97765,0,27240,10534500,0,490.0286880252
0,0,0,0,0,0,98120,0,9360,2455200,0,494.256623545001
0,0,0,0,0,0,98379,0,24180,9521100,0,486.657856192725
0,0,0,0,0,0,99202,0,9780,2220300,0,371.772534503789
0,0,0,0,0,0,99529,0,238620,168299100,0,446.203521761648
0,0,0,0,0,0,99530,0,41040,22136400,0,474.802937435511
0,0,0,0,0,0,99532,56.80590927,8100,140400,0,473.546709696452
0,0,0,0,0,0,99538,0,37260,15132600,0,480.785227505477
0,0,0,0,0,0,99606,0,67320,38680200,0,489.941591634807
0,0,0,0,0,0,99617,0,11280,3407400,0,473.705462480435
0,0,0,0,0,0,99622,0,5880,1126800,0,479.088031951612
0,0,0,0,0,0,99694,133.38460968,80160,65592000,0,464.674232217848
0,0,0,0,0,0,99646,0,46860,34546500,0,474.633969174646
0,0,0,0,0,0,99652,0,34020,20279700,0,435.537784507852
0,0,0,0,0,0,99685,0,202020,128301300,0,428.750759136016
0,0,0,0,0,0,99693,0,7800,1413000,0,420.671274173032
0,0,0,0,0,0,99696,0,89880,65408400,0,423.53525537208
0,0,0,0,0,0,99712,0,540060,466980300,0,401.086174448348
0,0,0,0,0,0,99746,0,16440,4629600,0,454.666840750545
0,0,0,0,0,0,99748,0,23520,10527300,0,435.775059604375
0,0,0,0,0,0,99750,0,34620,11287800,0,438.441951965227
0,0,0,0,0,0,99799,0,58020,38030400,0,416.073037542199
0,0,0,0,0,0,99815,0,175260,153741600,0,415.986119414978
0,0,0,0,0,0,99858,0,40080,14886000,0,448.727413735624
0,0,0,0,0,0,99941,0,94140,52280100,0,424.328631658306
0,0,0,0,0,0,99971,0,51420,26937000,0,421.735015341992
0,0,0,0,0,0,100078,0,82500,76045500,0,362.67732977321
0,0,0,0,0,0,100118,0,13800,4091400,0,380.908227526979
0,0,0,0,0,0,100135,0,16620,4907700,0,442.166053026243
0,0,0,0,0,0,100206,0,44340,27126000,0,400.868537638561
0,0,0,0,0,0,100254,0,57180,46429200,0,367.427364214783
0,0,0,0,0,0,100259,0,256440,257132700,0,303.40205539642
0,0,0,0,0,0,100263,0,27600,20177100,0,319.103583030743
0,0,0,0,0,0,100278,0,12480,3517200,0,362.701754723259
0,0,0,0,0,0,100283,0,6120,967500,0,219.024277684411
0,0,0,0,0,0,100287,0,78120,71189100,0,236.466533379385
0,0,0,0,0,0,100322,0,10740,2945700,0,363.366136186683
0,0,0,0,0,0,100331,0,16920,7083000,0,286.701128878951
0,0,0,0,0,0,100339,0,38640,25338600,0,309.088473268034
0,0,0,0,0,0,100342,0,121860,139425300,0,270.393400779363
0,0,0,0,0,0,100403,0,32220,18359100,0,257.795890608754
0,0,0,0,0,0,100414,0,45060,38411100,0,246.589162357245
0,0,0,0,0,0,100421,0,66600,53802000,0,228.146207911415
0,0,0,0,0,0,100433,0,36300,19368000,0,305.104524118926
0,0,0,0,0,0,100469,0,38280,26992800,0,283.423283106612
0,0,0,0,0,0,100474,0,55500,66068100,0,203.454036053578
0,0,0,0,0,0,100494,0,11700,3706200,0,205.38924342003
0,0,0,0,0,0,100509,0,88620,57521700,0,208.173265940117
0,0,0,0,0,0,100521,0,15720,5597100,0,226.068842376155
0,0,0,0,0,0,100523,0,58740,30156300,0,225.626642082866
0,0,0,0,0,0,100527,0,20580,9126000,0,387.064822787977
0,0,0,0,0,0,100538,0,13500,3401100,0,219.671553652891
0,0,0,0,0,0,100837,0,10440,3459600,0,404.258504901295
0,0,0,0,0,0,100930,0,18000,5848200,0,393.316242090039
0,0,0,0,0,0,100974,0,22320,10438200,0,456.367076060057
0,0,0,0,0,0,101214,0,9360,2664000,0,323.993550542882
0,0,0,0,0,0,88945,0,15341.9915585,5374385.6025,0,303.999389673997
0,0,0,0,0,0,88669,0,24157.0820393,8325900,0,307.557399612442
0,0,0,0,0,0,95219,0,13260,4911300,0,221.885812676562
0,0,0,0,0,0,98367,0,5880,982800,0,454.876050005902
0,0,0,0,0,0,95792,0,4458.16653826,504900,0,304.616093491063
0,0,0,0,0,0,87658,0,121214.693283,64154051.3792,0,200.647867111596
0,0,0,0,0,0,87653,0,10800,2672100,0,NA
0,0,0,0,0,0,71437,0,23640,8477100,0,372.070102596476
0,0,0,0,0,0,72255,0,10500,2496600,0,366.508757972855
0,0,0,0,0,0,72631,0,14340,2374200,0,343.661599657407
0,0,0,0,0,0,72851,0,3780,541800,0,338.92096104416
0,0,0,0,0,0,73461,0,17280,4698900,0,384.347477732982
0,0,0,0,0,0,86455,113.57875,198157.082039,148843800,0,343.964324326353
0,0,0,0,0,0,86408,0,30300,14730300,0,313.244624932831
0,0,0,0,0,0,74413,0,23460,10609200,0,449.992997849397
0,0,0,0,0,0,74423,0,6420,739800,0,435.979732429894
0,0,0,0,0,0,74451,60.49150292,24240,393300,0,343.430364613129
0,0,0,0,0,0,74469,0,20820,7716600,0,363.535853520068
0,0,0,0,0,0,74515,0,258540,208583100,0,312.748286913967
0,0,0,0,0,0,74543,0,235620,198793800,0,365.228294626985
0,0,0,0,0,0,74642,169.48683541,22980,365400,0,377.115827363113
0,0,0,0,0,0,86173,123.05100426,51960,15931800,0,370.428079303625
0,0,0,0,0,0,86576,454.2113298,41100,634500,0,350.701794347019
0,0,0,0,0,0,86602,0,54780,33897600,0,360.09037180036
0,0,0,0,0,0,86642,0,160800,124739100,0,364.935645937836
0,0,0,0,0,0,86657,0,71400,34596000,0,340.614577682605
0,0,0,0,0,0,86691,0,16620,3919500,0,357.914716865548
0,0,0,0,0,0,87617,0,28260,16174800,0,367.224704412157
0,0,0,0,0,0,87619,0,91860,48105900,0,368.501561636045
0,0,0,0,0,0,87620,0,204840,214876800,0,345.528054259076
0,0,0,0,0,0,75094,45.95194697,108457.478991,69572746.707,0,345.698992895124
0,0,0,0,0,0,74731,0,25740,10172700,0,498.21152170791
0,0,0,0,0,0,74747,0,53340,21907800,0,513.282565131853
0,0,0,0,0,0,74748,0,215400,205524000,0,347.345825433858
0,0,0,0,0,0,74810,0,23760,15093000,0,479.723911439627
0,0,0,0,0,0,74821,0,31620,20131200,0,429.483866461016
0,0,0,0,0,0,74887,0,117900,122147100,0,372.284386755936
0,0,0,0,0,0,74942,0,30600,15431400,0,453.847531924597
0,0,0,0,0,0,74951,0,25380,12942000,0,361.940083737432
0,0,0,0,0,0,74983,0,16560,6287400,0,438.103800780447
0,0,0,0,0,0,74984,0,125040,111535200,0,367.486248552962
0,0,0,0,0,0,74988,0,18420,7119900,0,437.545861381268
0,0,0,0,0,0,74995,0,13800,3573900,0,365.444512787288
0,0,0,0,0,0,75017,0,47460,29032200,0,338.706204980281
0,0,0,0,0,0,75037,0,10500,1921500,0,368.383906287164
0,0,0,0,0,0,75122,0,18480,5800500,0,389.551599897646
0,0,0,0,0,0,75150,0,12960,4153500,0,403.672991017582
0,0,0,0,0,0,75157,0,70380,48768300,0,415.349904247777
0,0,0,0,0,0,75200,0,40980,26683200,0,417.233329414744
0,0,0,0,0,0,75216,0,16260,7430400,0,410.640406556832
0,0,0,0,0,0,75225,0,18540,7604100,0,488.94430579918
0,0,0,0,0,0,75232,0,21720,8336700,0,450.965960199833
0,0,0,0,0,0,75245,0,31260,15129000,0,433.502979677502
0,0,0,0,0,0,75256,0,12120,3711600,0,373.661763580648
0,0,0,0,0,0,75325,0,13620,4640400,0,398.46164103198
0,0,0,0,0,0,75330,0,14700,3672000,0,359.714487464755
0,0,0,0,0,0,75373,0,23760,11337300,0,453.730816268104
0,0,0,0,0,0,75448,0,43260,25829100,0,407.311366319662
0,0,0,0,0,0,75449,0,9240,2560500,0,413.206826562329
0,0,0,0,0,0,75454,0,90720,69808500,0,345.657211842147
0,0,0,0,0,0,77426,0,93060,52712100,0,NA
0,0,0,0,0,0,77427,0,325080,291659400,0,NA
0,0,0,0,0,0,77431,0,27960,9577800,0,NA
0,0,0,0,0,0,77506,0,16500,7011900,0,NA
0,0,0,0,0,0,78085,0,105300,62920800,0,NA
0,0,0,0,0,0,78335,0,6600,1406700,0,NA
0,0,0,0,0,0,78356,0,26280,8240400,0,NA
0,0,0,0,0,0,78441,0,17220,4851900,0,NA
0,0,0,0,0,0,78583,0,12660,3956400,0,NA
0,0,0,0,0,0,78752,0,6840,1324800,0,NA
0,0,0,0,0,0,78831,0,14100,2482200,0,NA
0,0,0,0,0,0,78833,0,4920,675000,0,NA
0,0,0,0,0,0,78843,0,39060,22973400,0,NA
0,0,0,0,0,0,78892,0,26880,12555000,0,NA
0,0,0,0,0,0,79013,0,21120,7289100,0,NA
0,0,0,0,0,0,79260,0,14100,6168600,0,NA
0,0,0,0,0,0,79485,0,4860,799200,0,NA
0,0,0,0,0,0,79780,0,14040,4680000,0,NA
0,0,0,0,0,0,79802,0,76020,64626300,0,NA
0,0,0,0,0,0,79893,0,14760,3945600,0,424.225235820687
0,0,0,0,0,0,79964,0,126120,75486600,0,474.780617403359
0,0,0,0,0,0,80031,0,242820,238212900,0,477.973676613265
0,0,0,0,0,0,80147,0,41100,16635600,0,473.061237910588
0,0,0,0,0,0,80189,0,69780,60426900,0,480.404469115851
0,0,0,0,0,0,80191,0,12900,4900500,0,482.257561891554
0,0,0,0,0,0,80415,0,60000,30750300,0,488.859831489984
0,0,0,0,0,0,80448,0,12360,3574800,0,488.050036934567
0,0,0,0,0,0,80608,0,84720,79434000,0,486.759998316858
0,0,0,0,0,0,80874,0,39660,22891500,0,481.184964485386
0,0,0,0,0,0,80907,0,10200,4008600,0,425.347598229603
0,0,0,0,0,0,80924,0,11400,2374200,0,434.005334051564
0,0,0,0,0,0,80933,0,11040,2991600,0,384.854353031383
0,0,0,0,0,0,80936,321.75845154,115200,1852200,0,457.66738719588
0,0,0,0,0,0,80947,0,13440,5852700,0,370.966199367757
0,0,0,0,0,0,81022,0,6300,1336500,0,368.337240014895
0,0,0,0,0,0,81154,258.47299547,8700,137700,0,468.714508455563
0,0,0,0,0,0,70674,0,6300,963900,0,479.66166602953
0,0,0,0,0,0,70760,0,25740,8000100,0,474.183618132478
0,0,0,0,0,0,70779,0,7860,1494900,0,461.489375160948
0,0,0,0,0,0,70817,0,99300,91696500,0,480.971046562714
0,0,0,0,0,0,70820,0,13020,3563100,0,495.159304609923
0,0,0,0,0,0,70821,0,14340,4324500,0,443.143925820627
0,0,0,0,0,0,70849,256.56888004,24540,384300,0,438.368519267098
0,0,0,0,0,0,70857,0,85500,79542900,0,467.090496253874
0,0,0,0,0,0,70860,0,24420,9894600,0,469.835967945405
0,0,0,0,0,0,81178,136.66846473,11700,193500,0,461.825638598065
0,0,0,0,0,0,81212,0,62520,51648300,0,461.975855132138
0,0,0,0,0,0,87578,0,129660,89916300,0,471.297045597192
0,0,0,0,0,0,71045,0,48360,33067800,0,477.507091777831
0,0,0,0,0,0,71174,0,70560,87282900,0,448.177752471064
0,0,0,0,0,0,71198,0,4440,593100,0,468.993224217787
0,0,0,0,0,0,71211,0,29880,19323900,0,391.241625184028
0,0,0,0,0,0,81378,0,23280,8569800,0,NA
0,0,0,0,0,0,71310,74.06096678,77880,58598100,0,514.136300401525
0,0,0,0,0,0,71255,0,12360,3348900,0,464.203808803707
0,0,0,0,0,0,71256,0,10200,3006000,0,468.871830228703
0,0,0,0,0,0,71259,0,8940,1666800,0,448.280526657599
0,0,0,0,0,0,71282,0,17820,5345100,0,479.513346283941
0,0,0,0,0,0,71300,0,12960,3305700,0,522.011731113233
0,0,0,0,0,0,71318,0,124980,116862300,0,507.513232230508
0,0,0,0,0,0,71343,157.78818088,12540,201600,0,472.2843642916
0,0,0,0,0,0,71343,104.05352394,9660,150300,0,471.347600148823
0,0,0,0,0,0,71344,0,16500,7009200,0,476.849426876905
0,0,0,0,0,0,71359,0,237600,188395200,0,461.599821533897
0,0,0,0,0,0,81543,0,28800,10471500,0,NA
0,0,0,0,0,0,81552,0,69360,90260100,0,NA
0,0,0,0,0,0,81576,0,280860,312363900,0,NA
0,0,0,0,0,0,81596,0,54600,34161300,0,NA
0,0,0,0,0,0,81602,0,31020,23046300,0,NA
0,0,0,0,0,0,81614,0,39000,14053500,0,NA
0,0,0,0,0,0,81638,0,220200,218729700,0,NA
0,0,0,0,0,0,81652,0,69840,48845700,0,NA
0,0,0,0,0,0,81653,0,129360,86381100,0,NA
0,0,0,0,0,0,81664,0,54360,32370300,0,NA
0,0,0,0,0,0,81669,0,58440,39522600,0,465.842273228306
0,0,0,0,0,0,81672,0,17171.5549442,7500600,0,467.522601950389
0,0,0,0,0,0,81690,0,65940,49599900,0,485.022330094722
0,0,0,0,0,0,81691,0,24180,10590300,0,487.492858004934
0,0,0,0,0,0,81700,0,13560,3042900,0,454.282851139352
0,0,0,0,0,0,81701,0,26880,15283800,0,470.480125895377
0,0,0,0,0,0,81710,0,114360,57600900,0,NA
0,0,0,0,0,0,81856,0,35880,15959700,0,NA
0,0,0,0,0,0,81879,0,11880,3318300,0,NA
0,0,0,0,0,0,81901,0,150060,108099000,0,NA
0,0,0,0,0,0,81902,0,16020,5439600,0,NA
0,0,0,0,0,0,87598,0,334200,492895800,0,445.098220800702
0,0,0,0,0,0,82155,0,66000,17806500,0,NA
0,0,0,0,0,0,82466,0,125820,73513800,0,NA
0,0,0,0,0,0,82631,122.54632376,25560,439200,0,NA
0,0,0,0,0,0,76038,0,65400,31600800,0,364.29133234048
0,0,0,0,0,0,76040,0,80880,49426200,0,386.676674288976
0,0,0,0,0,0,76120,0,56460,40666500,0,466.519281560356
0,0,0,0,0,0,76122,121.62683493,70440,13639500,0,447.448626269997
0,0,0,0,0,0,76123,0,97500,67728600,0,448.696618034238
0,0,0,0,0,0,76147,0,28560,14549400,0,452.830521777643
0,0,0,0,0,0,86735,0,37020,13894200,0,NA
0,0,0,0,0,0,83051,30.87915319,13837.0820393,2523600,0,NA
0,0,0,0,0,0,86844,0,12480,4619700,0,NA
0,0,0,0,0,0,86883,0,43800,32064300,0,345.343171337826
0,0,0,0,0,0,83416,0,46200,25886700,0,409.042740377974
0,0,0,0,0,0,84228,95.63763748,28920,6761700,0,NA
0,0,0,0,0,0,84229,67.76066768,81480,46286100,0,NA
0,0,0,0,0,0,84325,0,18480,7916400,0,NA
0,0,0,0,0,0,84328,0,62760,51027300,0,NA
0,0,0,0,0,0,84363,0,10080,3176100,0,NA
0,0,0,0,0,0,84364,0,154920,277179300,0,NA
0,0,0,0,0,0,87299,0,22560,11653200,0,NA
0,0,0,0,0,0,84540,0,93637.0820393,72560700,0,NA
0,0,0,0,0,0,84468,0,20880,9217800,0,NA
0,0,0,0,0,0,84558,0,30360,15853500,0,NA
0,0,0,0,0,0,84562,0,11100,3051900,0,NA
0,0,0,0,0,0,84681,0,49740,41373000,0,389.449450416722
0,0,0,0,0,0,84687,0,19320,6212700,0,421.545235702512
0,0,0,0,0,0,84694,0,40800,27714600,0,394.788249724948
0,0,0,0,0,0,84713,0,24360,7005600,0,386.699935066247
0,0,0,0,0,0,87383,130.83507988,101677.092749,115330378.546,0,335.324723745982
0,0,0,0,0,0,87307,0,77880,86601600,0,NA
0,0,0,0,0,0,87322,0,85440,67260600,0,NA
0,0,0,0,0,0,87328,0,49200,14785200,0,NA
0,0,0,0,0,0,87330,0,100620,62069400,0,NA
0,0,0,0,0,0,87424,0,8100,1610100,0,357.024666374126
0,0,0,0,0,0,87640,0,266040,272171700,0,NA
0,0,0,0,0,0,87641,0,463260,539288100,0,NA
0,0,0,0,0,0,84735,0,66960,45466200,0,431.078083233597
0,0,0,0,0,0,84740,0,118800,82985400,0,389.563110906265
0,0,0,0,0,0,84762,0,151020,203230800,0,289.772824187849
0,0,0,0,0,0,84807,0,87900,83989800,0,453.633977721653
0,0,0,0,0,0,84808,0,42000,19831500,0,397.802322182028
0,0,0,0,0,0,84812,0,56400,36928800,0,340.721266460356
0,0,0,0,0,0,84820,0,36480,17085600,0,272.226945371504
0,0,0,0,0,0,84892,0,73200,62172000,0,331.89332848324
0,0,0,0,0,0,84898,0,32280,18622800,0,274.830283744041
0,0,0,0,0,0,84927,0,113220,83570400,0,346.117086700204
0,0,0,0,0,0,84961,0,24600,10520100,0,472.172642461351
0,0,0,0,0,0,85009,0,63840,37962000,0,405.031327895071
0,0,0,0,0,0,85046,0,27480,13567500,0,308.823408911659
0,0,0,0,0,0,87530,0,94740,75496500,0,321.439874955876
0,0,0,0,0,0,71401,0,22140,11715300,0,300.55006170848
0,0,0,0,0,0,85154,0,11040,3339900,0,464.404258643736
0,0,0,0,0,0,85230,0,17220,8315100,0,395.24719229693
0,0,0,0,0,0,85256,0,16620,4741200,0,388.70145160788
0,0,0,0,0,0,87540,0,73140,43221600,0,390.297571284243
0,0,0,0,0,0,77018,0,36420,19384200,0,498.594896836359
0,0,0,0,0,0,77038,0,20700,5375700,0,478.40951688298
0,0,0,0,0,0,77043,0,16260,5359500,0,496.448459505455
0,0,0,0,0,0,77067,0,82440,33672600,0,501.867160874811
0,0,0,0,0,0,77068,0,10980,4236300,0,345.99237937757
0,0,0,0,0,0,77079,0,24300,11916900,0,458.632669230331
0,0,0,0,0,0,77094,0,46800,16590600,0,499.72807109378
0,0,0,0,0,0,77117,0,15600,5617800,0,382.139521170107
0,0,0,0,0,0,77130,0,14400,3694500,0,439.575917854263
0,0,0,0,0,0,77131,0,22860,5909400,0,438.840491716361
0,0,0,0,0,0,77134,0,30900,15184800,0,470.970646993419
0,0,0,0,0,0,77138,0,24780,8903700,0,498.928355427611
0,0,0,0,0,0,77152,0,13500,4117500,0,427.09663787008
0,0,0,0,0,0,77161,0,23700,13814100,0,426.72820211847
0,0,0,0,0,0,77166,0,9900,1640700,0,394.146963097536
0,0,0,0,0,0,77180,0,20460,5796900,0,386.759104221287
0,0,0,0,0,0,77181,0,28500,12352500,0,504.563588669296
0,0,0,0,0,0,77203,0,16200,7603200,0,456.515605185971
0,0,0,0,0,0,77262,0,10920,2973600,0,509.060844199709
0,0,0,0,0,0,77291,0,23580,8720100,0,516.891277456937
0,0,0,0,0,0,77299,279.37733693,22680,355500,0,437.526430617707
0,0,0,0,0,0,77300,0,49080,35865000,0,413.094960033849
0,0,0,0,0,0,77356,0,20280,9936000,0,372.344754926705
0,0,0,0,0,0,77357,0,3660,428400,0,379.161407855378
0,0,0,0,0,0,77358,0,9000,1521000,0,384.598343708106
0,0,0,0,0,0,77413,0,14520,5832900,0,385.887771213262
0,0,0,0,0,0,85488,0,77760,33680700,0,NA
0,0,0,0,0,0,85495,100.5705,32100,562500,0,NA
0,0,0,0,0,0,85496,0,32280,13222800,0,NA
0,0,0,0,0,0,71169,0,9900,1743300,0,484.144735829634
